Username,Tanggal,Komentar,Aspek,Sentimen
@deltarazort,2025-09-20T22:16:48Z,"Inovasi nya mana?

AI nya juga masih trtinggal😂😂..",Umum,Netral
@MrBreew-t1m83z,2025-09-20T22:09:55Z,Yg blg desainny keren kata gw mah menghibur diri sih 😂 jeleekk bangeettt pliiss gw yg selalu excited sm iphone dr sei 4 malah jd gini 😭😭😭,Desain,Positif
@Ikyphoenix,2025-09-20T22:05:20Z,Klo upgrade dari iphone XR ke 17 bakalan kerasaa banget dahh yg disebut upgrade tuh 😂😂,Umum,Netral
@fardamme7982,2025-09-20T21:15:17Z,"Cerita sedikit , saya user iphone dari jaman 4g hingga sekarang pakai ip 13pm , 15 pm. bulan ini sempat pengen ip 17pm tapi saya mikir berkali kali lipat untuk ip terbaru ini karna tidak ada perubahan yang buat membuat saya kagum dan perubahan yg signifikan jadi kangen jaman steve jobs launching iphone terbaru itu jangka waktunya agak lama dan perubahannya banyak. Dan pada akhirnya bulan ini saya ambil hp huawei pura 80 ultra.
Jujur masih gagok alias belum terbiasa tapi untuk kamera untuk hasil foto dan video saya kagum banget iphone yang saya punya dan samsung s25 ultra ( hp temenku ) serasa dikucilkan.",Kamera,Negatif
@giyu-o7r,2025-09-20T20:35:33Z,Hp Lawak cakep dari mane😂,Umum,Positif
@krismafiryo9718,2025-09-20T20:02:11Z,Gw yg masih pegang ipon XR bisa cengir2 saja liat video ini,Kamera,Netral
@are1378,2025-09-20T19:29:51Z,handphone impian,Umum,Netral
@nurapipasalma5226,2025-09-20T19:07:38Z,iPhone kereeeeen trus,Umum,Netral
@salimsadrawing06,2025-09-20T17:53:27Z,"Sumpahh ,ini aipon bentuk kameranya jelek dan norak banget, apalagi warnanya. Kalok gua punya uang ,pasti milih beli ipon 16.nya aja ,",Harga,Negatif
@LucyanaMegaSelviana,2025-09-20T17:45:02Z,"Liat model nya kayak gini waktu sebulan lalu , mutusin lebih pilih beli 16 pro max langsung waktu itu. 
Model menurut selera. Ini lucu sekali belakangnya kayak Pocophone.",Harga,Netral
@propertystory8987,2025-09-20T17:35:05Z,15 pro udh paling bagus dan promax nya… 😂,Umum,Positif
@tommyhartawan1006,2025-09-20T17:30:07Z,Yg liat video ini pake XR angkat jarinya....kita ngumpul 😅,Kamera,Netral
@chandralksmana,2025-09-20T17:22:24Z,Desain iphone paling norak diantara semua yg udah rilis smpe skrg 😂😂,Desain,Netral
@chandralksmana,2025-09-20T17:18:22Z,Ipoco 17 promax 😂😂,Umum,Netral
@andijaiman5524,2025-09-20T17:09:05Z,Kak ada iphon yang gak pake ka😅.... Saya belum pernah pegang iphon😂😂😂,Umum,Netral
@dptgis4529,2025-09-20T16:43:08Z,Kayak iPhone 5C yak,Umum,Netral
@juanda.maulana,2025-09-20T16:43:03Z,"Ya walaupun desainnya kureng , minimal ada yg berubah kan .. 😅",Desain,Netral
@andygarrix3515,2025-09-20T16:38:46Z,Asli keren modelnya,Desain,Positif
@hilalfahmi1390,2025-09-20T16:18:20Z,Kenapa casing nya hijau gak jelas,Umum,Netral
@TanpaKata25,2025-09-20T15:48:28Z,"Alhamdulillah udh punyaaa.... Tgl 19 kmren bru diambil,krna inden dri tgl 8 septmber kmren.Mnrt aku ok kok,semua trgntung selera msing2 klo msh model😊",Desain,Netral
@Tile_Marwan,2025-09-20T15:42:28Z,Gookkssssss kreen ....,Umum,Netral
@ahmad-z5z2w,2025-09-20T15:19:02Z,"Asli saya gak banget gaya belakang nya  kayak gitu ,,udah duluan Poco konsep desigen kayak mmmmm ,,ternya poco lebih cerlang rupanya dari si iphone,,iphone konsepnya ketinggalan 😂😂😂",Umum,Netral
@channelproject19,2025-09-20T15:13:00Z,Model ya malah kek hp cina 😂😂,Desain,Netral
@Auto_85,2025-09-20T15:08:44Z,Bagusan pakai Titanium dari Aluminium. Model udah kayak Poco..,Desain,Positif
@benderamyadventure,2025-09-20T15:08:19Z,Warna sama dengan SONY ERICSSON seri walk man,Desain,Netral
@rezabaloiview5731,2025-09-20T14:59:21Z,"Besok keluar 18 , paling mantep, keluar 19 paling mantep , gitu aja terus smpe kluar ip 50😅",Umum,Netral
@ikoikokimochi1950,2025-09-20T14:40:25Z,"Pocophone juga udah punya design begitu dari dulu, tapi knpa gk dapat pujian selebay ini juga ya 🗿, nurunin kualitas bahan juga bisa jadi pujian",Desain,Netral
@HariSudewo-q6f,2025-09-20T14:32:24Z,"ini masalahnya titanium ke aluminium, DOWNGRADE 😅",Desain,Netral
@AntonieManroe,2025-09-20T14:31:41Z,Minim fitur tapi tetap dipuja puja..itulah apple funbase...,Umum,Netral
@khak5269,2025-09-20T14:21:10Z,Iphone terjelek yg pernah ada 😂😂,Umum,Negatif
@PijayWijaya-q4d,2025-09-20T14:02:55Z,Bertahan aja lah di ip 14 pro max,Umum,Netral
@PijayWijaya-q4d,2025-09-20T14:02:28Z,Ip poco 17 pro,Umum,Netral
@kirigawakun,2025-09-20T14:00:59Z,Jokes hari ini dong mas indra 😂,Umum,Positif
@DaCFIL,2025-09-20T13:56:06Z,Ipon mulai runtuh😂,Umum,Netral
@MantolopMantolop,2025-09-20T13:55:15Z,Jauh dan TDK sesuai harga.menang merek dagang tapi jauh ketinggalan dari tetangga bawang merah..,Harga,Netral
@abdulazs26,2025-09-20T13:42:28Z,Iphone 17 pro ni saudaranya poco m4 kah ? 🙈,Umum,Netral
@MeltingCement,2025-09-20T13:34:51Z,cantik warnanya   kuning2 taik gtu y😂😂😂😂😂,Desain,Netral
@RoyhatulJannah.official,2025-09-20T13:31:01Z,Hamba nya timcook apple akhirnya umboxing juga 🎉,Umum,Netral
@Anakmudabolmong,2025-09-20T13:29:09Z,Ini kayak pinjam desain ke poco nggak sih😂😂😂😂😂,Desain,Netral
@Nouvalraycha,2025-09-20T13:28:26Z,"kalau udah paling cinta akan iphone apapun modelnya ntah aneh dan nyentrik pasti akan selalu ngomong fresh bagus dan hal"" bagus lain. wwkwkw pdhl ya desainnya begitu begitu doang apalagi inovasi nya sekelas brand apple wkwkwkwkwk🤣",Performa,Positif
@notperson0,2025-09-20T13:28:17Z,"Di indo ngapa gk ada apple store sih, pdhl antusiasnya gk kalah zma negara Asean lain, bayangin byk wanita rela BO demi iphone loh heyyy",Umum,Netral
@BoLangKID57,2025-09-20T13:16:01Z,Poco ini mah,Umum,Netral
@putuarman2065,2025-09-20T13:10:16Z,"Desain body’nya konyol, ngga elegan sama sekali, kebanyakan otot.",Desain,Netral
@vikyferdiantoro3814,2025-09-20T13:01:46Z,Orang ko kaya2 ya. Usahanya apa aja ya. Padahal pedagang katanya lagi lesu ekonominya. 😅,Performa,Netral
@syamilchannel7276,2025-09-20T12:53:04Z,cakepp semoga tahun ini bisa kebeli.,Harga,Positif
@Tempatnya-Hoki-BIBIT288,2025-09-20T12:44:11Z,menit 3:20 tampilannya cakep sih setelah dikasih case. 😁,Umum,Positif
@Khoyr,2025-09-20T12:41:15Z,Sudah lihat langsung iPhone 17 Pro di Apple Store Osaka. Hapenya Cuakep kok. Semua akan setuju cepat atau lambat.,Performa,Positif
@sampahduniamaya,2025-09-20T12:34:03Z,"saya mengerti desain itu selera, tapi kalau anda bilang desain 17 pro keren? entah kenapa saya sangat ingin menggerutu, sewot dan ketawa terbahakbahak *&%$#^%$^(&*) harga sudah mahal, kelas sudah tinggi, tapi desain??????*&%^*&^%$&^%*( ini sama aja kayak masang logo ferrari atau lamborgini di angkot suzuki carry....(adheeeewh sadar tidak sadar, kita sedang membodohi diri sendiri, maaf)",Harga,Positif
@hotaenisme555,2025-09-20T12:22:07Z,Gw nonton nya pake iphone 12 mini,Umum,Netral
@taufikpamungkas292,2025-09-20T12:08:06Z,Bang cb vs ip 16 pro hasil videonya ko kyaknya bagusan ip 16pro,Kamera,Positif
@andikaputranasruddin9369,2025-09-20T11:57:37Z,Sama dengan samsung a35ku kalau selfie otomatis alhamdulillah cukup buat kerjaan,Kamera,Negatif
@RajaGita309,2025-09-20T11:52:57Z,"Kapan ya bisa megang iphone lihat  review org aja sudah senang apalagi punya sendiri,dari dlu pengen beli cuman masih ada masalah internal yg lebih di utamakan😢",Harga,Netral
@calvfinka,2025-09-20T11:50:04Z,harganya di goreng abis abisan yang sudah di Indonesia gila gila,Harga,Negatif
@muhamadrizky4446,2025-09-20T11:49:21Z,ya allah semoga tahun ini bisa tercapai,Umum,Netral
@Pendakitungkling,2025-09-20T11:47:21Z,"Desain kamera iPhone 17 Pro menjadi lebih lebar atau ""melebar"" karena adanya peningkatan teknologi pada modul kamera, seperti sensor kamera utama 48MP yang lebih besar, kamera telefoto Fusion 48MP baru untuk optical zoom 8x yang lebih baik, serta potensi kamera depan 48MP yang lebih berkualitas, yang semuanya membutuhkan lebih banyak ruang fisik di dalam perangkat. Desain baru ini, yang dijuluki ""plateau"", menggantikan desain persegi yang sudah digunakan sejak iPhone 11 dan bertujuan untuk mengakomodasi sistem kamera yang lebih canggih dan berkinerja tinggi.",Kamera,Netral
@dailyact17,2025-09-20T11:39:27Z,Casing tetep menutupi kamera bar  yg panjang.. Zagg bikin casing versi  yg panjang juga gak 😂😂,Kamera,Netral
@nurhakikiiksan9818,2025-09-20T11:35:12Z,"jangan ada yang protest si di channel ini, namanya aja udah jelas iTechLife aka Iphone Tech Life",Umum,Netral
@gegodohpuntik6458,2025-09-20T11:17:58Z,"Yg masih menjadi gajalan di pikiran dan sanubari ide Iphone Mengganti material TITANIUM ke ALUMUNIUM apakah ini semata2 krn mengurangi panas? Atau kah realitasnya itu downgrade. Teringet generasi Iphone 6, 6s, 6splus. Semua body tertutup aluminum alhasil muncul cacing2 kremi dibodynya dan parahnya kepentok dikit penyok. Kadang juga body suka melengkung krn kelamaan ditaruh dicelana atau tas ransel krn ketindih barang lain.",Performa,Positif
@aflah-gaming201,2025-09-20T11:16:08Z,Jadinya inter dong beli di luar,Harga,Netral
@muhamadhabibisaputraa288,2025-09-20T11:14:18Z,"Di paksa tangguh kuat, padahal pro itu kemewahan",Umum,Netral
@ereinaldy20,2025-09-20T11:10:51Z,BAGIS POCO nya😂,Umum,Netral
@prime8393,2025-09-20T10:57:53Z,Br kali ini liat iphone gk mewah...,Umum,Netral
@indoflight8390,2025-09-20T10:55:02Z,Jelek bg,Umum,Negatif
@TryOnMeCH,2025-09-20T10:53:01Z,Poco 😂,Umum,Netral
@jakaparker,2025-09-20T10:52:49Z,"Di boxnya ada tulisan: Assembled in China, designed in California, inspired by the Poco M6 Pro gak? 😊",Umum,Netral
@mevlana705,2025-09-20T10:49:45Z,kok bisa bisanya ngeremehin jahe. kipatin ke mata perih perih dah,Umum,Netral
@SyafiqAl-Khaleed,2025-09-20T10:41:06Z,"Apple identik dgn warna hitam mengkilap atau putih cerah
Knp jadi oreng",Desain,Netral
@IDNFAMILY,2025-09-20T10:38:30Z,Sejauh ini model ip 17 yg paling aneh dan jelek. Warnanya pun norak banget. Paling bagus mnrut gua ttp ip 14 pro deep blue.,Desain,Positif
@VeronicaHernandez-i8u,2025-09-20T10:23:37Z,𝐆𝐀 𝐑𝐔 𝐃𝐀 𝐇𝐎 𝐊𝐥..Terpopuler masakini,Umum,Netral
@AmyBurns-l1i,2025-09-20T10:23:32Z,peminat terbanyak 𝐆𝐀 𝐑𝐔 𝐃𝐀 𝐇𝐎 𝐊𝐥 di Indonesia,Umum,Netral
@AmandaDoyle-z2x,2025-09-20T10:23:28Z,𝐆𝐀 𝐑𝐔 𝐃𝐀 𝐇𝐎 𝐊𝐥..Member baru pasti jepe,Umum,Netral
@TaylorHernandez-s9c,2025-09-20T10:23:24Z,𝐆𝐀 𝐑𝐔 𝐃𝐀 𝐇𝐎 𝐊𝐥 menang lebih mudah,Umum,Netral
@imamsyafii7041,2025-09-20T10:20:18Z,3:32 Begini lebih ganteng,Umum,Netral
@AlowisiusKamisopa,2025-09-20T10:14:58Z,Logo jahe😂😂,Umum,Netral
@dek_lio99,2025-09-20T10:12:32Z,menit 3:20 tampilannya cakep sih setelah dikasih case. 😁,Umum,Positif
@DekUniTV,2025-09-20T09:56:47Z,wahhh mantap bang kita akan review juga nehh,Umum,Positif
@cl6124,2025-09-20T09:43:56Z,Ipun aer ngab,Umum,Netral
@echoborneo597,2025-09-20T09:43:55Z,Iphoco 17 pro max yg ada ketahanan standar militer emng keren bang 👍👍👍,Umum,Positif
@Kuyung-z2q,2025-09-20T09:42:45Z,Duhhh case warna hijau nya kerenn bgt matc sama warna orange mya,Desain,Positif
@Kuyung-z2q,2025-09-20T09:39:37Z,"Malah gw suka bgt liat desain iPhone 17 Pro,",Desain,Positif
@DinaDianah-i7g,2025-09-20T09:33:51Z,Gak tau kenapa tapi iPhone sekarang berasa bgt android 😂 dari desain dan IOS terbaru nya,Desain,Negatif
@Trant-j1z,2025-09-20T09:28:12Z,Coba survey tny ke cewe2 Dr 10 cewek apakah mayoritas Akan blg design belakangnya bagus?,Umum,Positif
@cahyopamungkas4433,2025-09-20T09:09:08Z,Akhirnya bang indra megang hp Poco,Umum,Netral
@omnawserchannel3012,2025-09-20T08:58:59Z,gile gile gile 😮😮😮,Umum,Netral
@mansinamoke2713,2025-09-20T08:48:46Z,kenapa tech riviewer pada beli ip 17 kali ini di thailand??? biasa nya di singapore,Harga,Netral
@Tequillasweets,2025-09-20T08:48:18Z,Steve Jobs nangis dah di pojokan liat modelnya kayak gt 😅,Desain,Negatif
@kreativaktivision,2025-09-20T08:45:47Z,di pasang case ijo....tjakep bangeett!,Umum,Netral
@BagjaHalomoan,2025-09-20T08:40:34Z,Saham turun tanda pasar kecewa ga ada inovasi yg signifikan,Umum,Positif
@Iskael,2025-09-20T08:36:05Z,oranye nya beneran keren banget,Umum,Positif
@sinoptik0274,2025-09-20T08:25:55Z,Semoga ngga cepet panas sepeti iphone 16,Performa,Negatif
@muhammaddhiafarhan7852,2025-09-20T08:21:13Z,Ekspresi muka lo ga bisa boong bg😂,Umum,Netral
@meme-sb3gv,2025-09-20T08:13:19Z,Apel sudah kehilangan Different Thinking,Umum,Netral
@agungaminnullah7985,2025-09-20T08:11:06Z,Cakep amat warna orangenya plus case ijo 🔥,Desain,Positif
@antowijaya8566,2025-09-20T08:05:56Z,"Desainya belakangnya kurang menarik , gk elegant😂",Desain,Netral
@nakj4ks3l,2025-09-20T08:03:46Z,yaaa...klo sudah apple boy apa aja yang di bikin apple semua bagus....,Umum,Positif
@anthonyphin6325,2025-09-20T07:52:56Z,Jujur mereka diam2 kecewa dalam hati 😂,Umum,Positif
@adyavandysaputra4156,2025-09-20T07:50:33Z,"mas mobi : "" KAMI SUKA APPLE""",Umum,Positif
@ABBustan,2025-09-20T07:44:22Z,Itu iphone atau poco??😢😢😊,Umum,Netral
@sembahkapertame8295,2025-09-20T07:43:23Z,Yeeess kalo sdh di indo langsung beli yg cosmic orange ✌️👍,Harga,Netral
@PebiPermana,2025-09-20T07:35:04Z,jadi penasaran pajak masuk entar pas di bandara indonesia. apakah ini masuknya pajak amerika yang katanya 0% atau gimana ya!?,Harga,Netral
@Febyrasbifa22,2025-09-20T07:25:20Z,"Jujur kurang suka sama warna gonjreng oren nya dangdut banget, tapi yaa iPhone is iphone gak bisa di compare sama brand lain, tetap punya kelebihan nya tersendiri.",Desain,Positif
@MyRepublic404,2025-09-20T07:24:12Z,SO YA,Umum,Netral
@dibafauz6315,2025-09-20T07:17:28Z,Jelek asli,Umum,Negatif
@rydhorydho,2025-09-20T07:17:01Z,Nope.. iPhone ilang identitas,Umum,Netral
@Thorfinnn.15,2025-09-20T07:10:56Z,3:40 Dikasih case misah gitu antara kamera dan LiDAR sensornya sih tambah keren bng iPhone 17 pro ya jdi pengen beli wkwk,Harga,Positif
@pujisasongko4164,2025-09-20T07:09:56Z,Hp Overheat,Umum,Netral
@nirinaazzahra8261,2025-09-20T07:04:17Z,Tetep S24 Ultra HP paling ganteng sepanjang masa..❤,Umum,Netral
@krisper7,2025-09-20T07:00:57Z,Akhirnya fanboy iphone pake poco juga 😂😂😂,Umum,Netral
@Fatur_Alfikri,2025-09-20T06:58:18Z,"Aneh bngt sama yg berjamaah hujat model iphone setiap release, pdhl mostly bukan apple user tp android. Gw malah suka2 aja model iphone, malah was2 kalo modelnya dibikin kyk kebanyakan model android yg aneh2.",Desain,Negatif
@Agungkoerniawan_08,2025-09-20T06:54:13Z,Ah mantap❤✨ pilihan warna yang bagus bang,Desain,Positif
@zekkenmtsurugi8313,2025-09-20T06:46:43Z,Poconya kok Oren?,Umum,Netral
@KikiDestriArdi,2025-09-20T06:38:59Z,Lebih Mending  Xiomi 17 Pro Yg Akan Hadir.....🤣😂😅,Umum,Negatif
@johnwicksclash,2025-09-20T06:37:49Z,bg knp ga yg 2tb,Umum,Netral
@amoeba83tv93,2025-09-20T06:25:57Z,"Dkarang design nya, ngikutin Hp China ya😅",Umum,Netral
@vadjarosd,2025-09-20T06:25:47Z,Desain terburuk kalo menurut selera saya,Desain,Netral
@samudrarahman833,2025-09-20T06:21:23Z,"B aja, ganteng dari mana nya? Berlebihan.",Umum,Netral
@Gavchky,2025-09-20T06:20:27Z,Make oren dari jauh orang bisa menyimpulkan lu pake ip17 pro/max😅,Umum,Netral
@FerryVerygood02,2025-09-20T06:06:29Z,"Kok bnyak yg review seri Pro ya, yg ProMax blom ada",Umum,Netral
@tantoxelix1542,2025-09-20T05:56:37Z,Apa cuma saya yg masih pake ip x⁉️,Umum,Netral
@liefukpau5928,2025-09-20T05:47:39Z,"Dulu kl ada launcing iphone seri terbaru, suasana exited nya besar banget sampe nginep nginep di dpn apple store di hampir semua negara, tp tambah kesini kok sprt nya launcing iphone seri baru kok tambah biasa biasa aja gitu, gak se rame dulu yg sampe nginep nginep utk antri dpt barang pertama kali",Umum,Netral
@andri149,2025-09-20T05:40:04Z,Jujur dgn bentuk kyk hp cina dan warna yg gonjreng ini adalah iphone terjelek menurut sy,Desain,Negatif
@yusufefendi-z7g,2025-09-20T05:36:43Z,Me be kalo bump kameranya dikasih warna piano black lebih bagus,Kamera,Positif
@nurhadipanca,2025-09-20T05:10:47Z,percuma bos kemahalan. mending beli huawei 80 ultra 😊,Harga,Negatif
@toggyfriends985,2025-09-20T05:05:08Z,besok beli ah 3,Harga,Netral
@shichibukai85,2025-09-20T04:58:20Z,sayang banget sih ga ada warna black nya,Desain,Netral
@Archasro,2025-09-20T04:54:31Z,"Solusinya beli yg warna putih, karna frame aluniniumnya ga di cat. Kalo saya sih saya pakein matte hydrogel di bagian bezelny, aman aja. 😁",Harga,Netral
@seruputngebul77,2025-09-20T04:51:48Z,"Ada yg kurang,Gak ada tulisan POCONYA",Umum,Netral
@Archasro,2025-09-20T04:47:32Z,"Kalo dia yg review, asal itu Apple mau desain sjelek apapun ttp dia blg ganteng 🤣",Desain,Negatif
@irawanagus3256,2025-09-20T04:43:43Z,Nah kan cakep,Umum,Positif
@bakar4657,2025-09-20T04:43:27Z,AI g ada pengembanganya 😂😂😂,Umum,Netral
@muchsdm8520,2025-09-20T04:37:29Z,Nostalgia sama nokia N8 oren,Umum,Netral
@georgiehonda4802,2025-09-20T04:37:22Z,Warna orange aura prindavannya kuat banget,Desain,Netral
@tampan_tailor,2025-09-20T04:35:54Z,Halah2 hamba iphone  sejati dia ni... mutahhhh berakkkkk🤮🤮🤮🤮🤮,Umum,Netral
@GasngegameAndroid,2025-09-20T04:33:15Z,2 kata lucu . BENER GANTENG😂,Umum,Netral
@auliarakhman1965,2025-09-20T04:32:17Z,iPhone memang gak dipungkiri soal semua performa terbaik. Karena hampir rata disegala sisi cuma satu aja kelemahannya. Harga😅,Harga,Netral
@d.wahyudi,2025-09-20T04:22:26Z,Mending beli insta360 3 go,Harga,Negatif
@arvi197,2025-09-20T04:18:45Z,Kek tai desainnya,Desain,Netral
@Film-p3g,2025-09-20T04:15:07Z,"😂aga mirip Xiaomi 11 ultra 4 tahun lalu, gak ada gebrakan desain baru 😂😂",Desain,Netral
@aziznob-f5w,2025-09-20T04:11:57Z,Poco versi iPhone,Umum,Netral
@komangArta-v3p,2025-09-20T04:11:14Z,NORAK GAK SIH WARNANYA,Desain,Netral
@theazzaky,2025-09-20T04:07:08Z,Bingung cari kelebihannya apa?? Lebih mahal aja kali yaa..  🤔,Harga,Negatif
@msyaifunnasir4823,2025-09-20T04:04:20Z,ngeri-ngeri kaya poco,Umum,Netral
@noverlybaren5241,2025-09-20T04:03:53Z,Panasan mana bang Bangkok ama Bekasion😂😂😂,Performa,Negatif
@manuelneuer-id2xm,2025-09-20T03:58:24Z,kameranya sama xiomi 4a bagusan mana bang,Kamera,Positif
@rudiriswandesilfa,2025-09-20T03:57:09Z,bang coba riquest zoom bulan dong😅,Umum,Netral
@story-minang-jawa-indonesia,2025-09-20T03:55:50Z,"Maap ni,  emng agak goyang ya kamera depan nya?  ga pernah pegang IP soalnya 5:55",Kamera,Netral
@maika_desuwa,2025-09-20T03:44:24Z,"Mau bentuk gimana pun,misal mirip infinix note 50 tetep bakal ganteng klo sudah fanatik😂jadi gak heran sama sekali",Desain,Netral
@ArthurHigh20,2025-09-20T03:34:14Z,"Yg ku suka dari iphone cuma stabilitas apps yang joss dan pemakaian jangka panjang. Ga kek android, baru 1 tahun udah batuk2. Tapi tetep aja aku lebih suka make android yang makin banyak inovasinya. Pernah pake iphone tapi cuma kameranya aja. 😂",Kamera,Negatif
@naheel7412,2025-09-20T03:28:09Z,Menurut saya desainnya jelek..😅 tp g tau klo lihat aslinya..😂,Desain,Negatif
@ivanidr75,2025-09-20T03:25:10Z,"Bang, udah ngecek di toko belom tadi iphone display nya.  Pada baret2 semua tuh casing belakangnya mau yg 17 biasa Air sama Pro. Kacaw deh gampang lecet  😭😭😭",Umum,Netral
@TheOetjoep,2025-09-20T03:23:16Z,"Ya ampun kenapa jadi jelek gitu model terbarunya 🤣🤣🤣

Jadi kayak pake casing 😂😂😂

Kemanakah design elegant ciri khas ipon??  🫣🫣🫣",Desain,Negatif
@adibbekti4725,2025-09-20T03:22:59Z,"Indo oh indo... 
Sama Asean lainnya jauh banget dah",Umum,Netral
@PakAjhi,2025-09-20T03:20:39Z,Kena berapa bang pajaknya,Harga,Netral
